x1   x2   x3
 1.43764   0.19555   0.13866
 0.77938   0.08519   0.29778
-1.05844   1.68934  -0.38102
-0.17860   0.47335  -0.06175
 0.17740   4.31174   0.10520
-1.38614  -1.43716   2.06848
 0.54691   0.53632  -1.18412
 0.96362  -0.19519   1.28187
-1.54584  -1.01487  -0.95894
 0.78876   0.25723  -0.39546
-0.84567  -0.80669  -0.51424
 0.90228   0.03194  -1.28924
-0.41206  -0.48784   0.45193
-0.49040   0.86626   0.58548
-0.26386   0.15556  -0.30531
 0.57622   3.10603   0.90716
-0.34561   1.06910   1.17408
 1.75144   0.90044   2.38702
 1.31284   0.89364  -1.29953
-0.70396  -0.15209   0.75923
-1.25245   0.14914   1.48088
-0.79774   0.58097   1.36315
 0.74390   0.56134  -0.26584
-0.52994  -0.68282   0.25404
 1.40135   0.51406   1.72623
 2.01468   3.00395  -1.80467
-1.60111   0.08478  -0.89134
-0.41475   0.55221   0.60337
-1.47601   0.13059  -1.74685
 0.14480  -0.54415   0.22117
-0.58394  -0.28049   1.51556
 1.25665   0.25113   0.16134
-0.81878   0.00137   1.83760
-0.52267   1.64614   1.06585
 0.21439   1.13538   0.33406
 1.05659   0.15973  -0.14591
 0.30547   0.38468  -0.99197
 1.50895  -0.12577  -0.99696
 1.30193  -0.68146   2.18154
-0.85286   0.03771  -0.94895
-0.50320   0.16183  -0.62735
-1.21192   4.96845   1.35928
 1.65186   0.36789  -1.45759
-0.79476  -0.24295   1.49908
-1.80576  -0.04691   1.31297
 0.87522  -0.43746  -2.45594
 0.04689   1.23006   1.25997
 0.07983   0.18658   1.20964
 0.08662   1.11850  -0.19346
 1.09164  -0.49016   0.16695
-0.27334   0.31913  -0.92661
 0.49530  -0.02000   0.34299
-0.81488   0.14399  -1.39407
 0.18305   0.02010  -0.02465
-0.35767   1.32442  -1.84384
 1.85936   0.76470   1.39987
-0.92108  -0.10485   0.60842
 0.93053   0.64067   1.42651
-1.56326  -0.45901  -0.07879
-0.48044   1.04888  -0.27332
-0.31319  -0.22671  -0.59765
 0.47685   0.05963  -1.27790
-0.95553  -0.34081  -0.34499
 0.78526  -3.68918   2.72769
-1.70219  -0.27860  -1.61822
-0.00066  -0.44096  -0.25612
 0.09762   2.58497   0.13596
-0.29444  -0.17398  -2.03366
 0.13115  -0.33516  -1.11167
 2.40753  -0.78879   0.11218
 0.08025   0.02891   0.33029
-1.58858  -0.03424   0.44970
-2.17300  -0.76440   0.97413
 1.52307  -0.25037   1.73964
 0.92203  -0.49653  -0.32761
 0.21934  -0.03217   0.21923
 1.77664   0.22843   0.26999
 0.28854  -0.24054   1.25231
-0.20761   0.07042   1.09655
-0.56194  -0.11157   0.81800
 1.69017   0.27727   1.08435
 1.93009   2.17222  -0.14460
 0.43087   0.37758   0.55510
 0.40870   0.46632   2.25646
 0.73630   0.63830   0.48167
-0.59731   1.99082  -0.63930
 0.55944  -0.11116   0.10815
-0.51242  -0.27308   0.66956
-0.57255  -0.26327  -0.26569
 0.08746   0.36630   0.06282
 0.98622  -0.43556  -1.30334
-0.98324   0.27901   0.09004
 1.33475   0.15164   1.70587
-0.30933   0.07617   0.42283
-0.21541   0.45232   2.36245
-0.24249  -1.49489  -0.14684
 0.33244   0.55292  -0.28599
-1.66563   0.41083  -2.66018
-1.59221  -0.99281  -0.19646
-0.47035   0.37508   0.04373
 0.14757   0.37846  -0.69067
 0.07045   0.19988   0.32243
-0.51987  -0.62608   0.44112
 0.88109  -0.28589   0.73297
-0.31765  -1.13348  -0.87572
 0.77204   0.81035  -0.87545
 1.15141   0.09186  -0.52285
 1.46039  -0.10698   0.42479
 0.39661  -2.10787  -1.03353
-1.68472   0.39178  -0.16821
-1.55897  -0.48926   1.05236
-0.66699   0.77438   1.15512
-0.81267   1.00414  -0.63703
 0.67025   1.25343   1.23513
-0.51908  -0.04612  -1.31174
 1.33444   1.11051   0.43448
 2.20160  -0.26328   1.07954
-1.20231  -0.08209   1.01265
-0.73896  -0.43429   0.09052
 0.97184   0.03765  -1.68151
 1.49024  -0.78936   0.46414
-1.30365   1.71446   2.19574
-0.65038  -0.00696  -0.03132
 0.30843   0.55754  -0.34753
 0.06270  -1.52413   0.06259
-1.20839  -0.05819  -0.99725
-1.65195   0.03303  -0.98462
-0.15435  -0.77524   0.42262
-0.67119  -0.64913  -0.05995
 1.25491  -0.08248   0.00327
-0.77866  -0.34713   1.52257
 0.70923   1.03491   1.15122
 1.23169  -0.36592  -0.04161
-1.11252   0.19930  -0.27056
 0.74408   0.64600  -1.26580
-0.05973  -1.39423  -0.08372
-0.72899   0.75053   2.54955
-0.35374   0.26575   1.81815
 1.25830  -0.24474   1.85325
-1.44940  -0.90414   1.14529
 1.01838   0.09372  -1.11452
-1.82975   0.14125   0.55414
-0.21658  -0.37528   0.18747
 0.34445   0.05300  -1.56458
 1.27414  -0.30747   0.87109
 0.73656  -0.00313  -0.40291
 0.09086   0.21522  -0.31553
-0.27366  -0.15383  -0.64768
-0.66845   0.15101  -1.32270
-1.30793   0.65643   0.03488
-1.03171  -0.25132  -0.57835
 0.97895   0.42151  -0.42206
 0.99427   0.48541   0.12612
-0.15447  -2.69489   0.20328
-0.41704   1.98024   0.89616
-0.56457  -0.41575   0.30040
-1.14095   0.79358   1.53961
 0.82925  -0.50006   2.20979
 0.82716  -1.03215  -0.90305
-1.62507   0.18217  -0.59189
 0.32244   0.20100  -1.15961
 0.09776  -0.18047   0.58525
 1.39729   1.34003   0.18619
-0.06500  -0.67612   0.04380
-2.09395  -0.08293   1.03113
-0.19892  -0.31008   0.42090
-0.12696  -0.19025  -0.87397
-0.46487   0.60819  -0.58157
-0.96175   0.75579  -0.52304
-2.26630   0.10598  -1.37258
-0.22178  -0.20912  -0.49212
-0.07083   0.22679  -0.82710
 0.41296  -0.41221   0.64686
 0.05908  -0.88558  -0.84291
 0.66665  -0.11378  -0.87373
 0.31374   0.82819  -1.64233
-0.29254  -0.42550   0.66379
 1.42357  -0.06347   0.07672
-0.63583   0.42120  -0.40824
-0.41384  -0.96167  -0.36064
 1.18424   0.03677  -0.61479
 1.15568  -2.06768  -0.28760
-1.96311  -0.41144  -0.54477
 1.08629  -0.58637  -0.61462
-1.71920  -0.70512   0.14588
 0.02665  -1.16591  -1.08908
 0.46241  -0.48032   0.12605
-0.21075   2.18866  -0.00046
-0.71184   0.22317   2.10119
 0.68271   0.07759   0.03371
 2.05254  -0.54637  -1.25620
-0.64193  -0.60779  -1.42225
-0.39326  -0.67739  -0.28496
-1.41203   0.46710  -0.35690
 0.43054   0.32558   1.33434
 1.92123   0.60359   0.75710
-0.80054   1.21930   1.27394
 0.28481   0.56495   0.17961
 0.72510   0.17946  -0.02677
 0.26628   0.33975   1.96840
 1.17192   0.11912   0.39790
-2.33805   0.99329  -0.20538
-0.78181   1.44358  -0.26907
-0.02325   0.11409   0.14521
-0.15025  -0.56250  -1.27275
 1.67908   0.52215   1.01579
-0.73104  -0.88887  -0.14998
-1.04951   0.34697  -1.06523
 1.17572   0.06842   1.25011
-0.39922   0.26228  -0.37778
-0.61689  -0.52473  -0.67196
-1.74460   0.44211  -2.21846
-1.13919  -0.84553  -0.49009
-1.13540   0.01893   0.03032
 0.55842   0.56331  -0.29448
 1.10172   0.97779  -1.08061
 0.72292  -1.04747  -0.23358
 1.83215  -0.32335  -2.11412
 1.26500  -0.35425  -1.90498
 0.84893  -0.79824   1.42764
 0.12889  -0.59524   1.14179
-0.92741  -1.07472  -0.94957
-0.31428   0.00959   0.57783
-2.31495   1.01290  -0.91830
 0.00442  -0.43187   0.52834
-1.19797  -0.47387   2.49001
-0.47947  -0.06083   0.11324
 1.35228   1.08163   1.99836
 1.22921  -0.39874   0.86703
 1.07000  -0.43587  -1.33442
-0.72541   0.11141  -0.01330
 0.54891  -0.43491  -0.70387
 2.11391   0.55888  -0.90568
-0.06974   0.31697  -0.41954
 0.38986  -0.47456   0.38403
-0.12277   0.30636   0.76269
 1.36010  -1.11096   0.65577
 0.30503   0.59594   0.02890
 1.53246  -0.25223  -0.01555
-1.45021   2.00754   0.86492
 1.18154  -0.59879   0.28630
-2.11537  -1.52691   0.06093
 0.75500  -0.57321   1.21117
-1.19501  -6.00796  -0.26448
-0.46484  -0.20331   0.52527
-0.50703   0.91733  -1.59365
-1.73288  -0.97323   0.76417
 0.70265  -0.10989   0.17881
 1.64902  -1.12992   1.16681
-1.00454   0.10821  -0.55703
-1.31976   0.21244   0.36527
-0.71976  -0.64779  -0.12003
 1.32518  -0.28790  -1.36041
-1.02688   0.64401   1.22962
 1.76472  -1.31079   0.26860
 1.09351  -0.12146  -0.87324
 1.62061  -0.17579   0.24931
-0.43594  -0.61871   0.63627
 0.58497  -1.06176  -1.16825
-1.92944   0.40476   0.80293
-0.12123  -0.75726  -1.47363
 0.14861  -1.05274   0.79413
-1.84177  -0.52200  -1.97288
 0.31134   0.75456  -1.22136
 0.96218   0.34656  -2.35470
-2.34065  -0.48908  -0.80258
-0.27879  -0.39649   0.52247
-0.65056   1.00533   1.33929
 0.74585  -0.55862   2.63324
 0.54488  -0.06418   0.43174
-1.17778  -0.00467   0.45398
-1.72252   0.85282   1.57665
-0.06058   0.23173  -1.21186
-1.39603  -0.43401   1.45993
-0.42559  -0.60627  -0.34842
-0.46001  -0.26140  -0.04324
 1.92399   0.04391  -0.13256
 0.22500  -0.58575   0.19603
-0.70083  -0.59232  -0.39769
 0.61447   0.29078  -0.27508
 0.06322   0.00609  -0.66308
-0.07349   0.00781  -0.84526
 0.70260   1.28034  -1.77203
-0.61171  -0.96160  -0.07907
 0.37369   1.54216  -1.36605
 0.66291   0.38510   1.01095
-0.76407   0.20646   1.46954
 0.06480  -0.05742  -1.41444
-0.87512   0.47357  -0.21959
 1.85332   0.41424   0.23263
-0.11878  -1.39279   0.14295
 0.56560  -0.28385  -0.05382
 0.99444   0.32580  -0.29753
 0.43906  -0.22622   0.28419
 0.63591   0.31164  -0.16525
-0.45057   0.26924   0.46899
 0.09850  -0.13624   0.08968
-0.02175   0.41361   1.10922
-0.79490   1.46802  -0.22429
 1.11709   0.12016   0.65022
-0.15802  -0.20739  -0.35267
 0.47544   1.26065   1.01351
 0.22429  -0.88393  -0.58608
-1.33607  -0.22683  -0.15138
-0.53715   1.29783   0.51685
 1.83861   0.56078  -1.45105
-0.26849  -0.86139  -1.31825
 1.79540   1.74838   0.27634
-0.47912   0.35991   0.11801
 1.85417  -0.11404  -0.09670
-0.50492  -2.02658  -0.85317
 1.77248   0.65537   0.21995
-1.72311  -0.65559   0.38526
 0.03965   0.34027   0.88654
-0.83187  -0.36853  -1.96360
-0.31572  -0.59115  -1.86046
-0.43574   0.24068   1.16423
 0.27936  -1.08380   0.26603
 0.24482  -0.71779   1.27974
 1.41580  -1.99731  -1.72316
-0.97229   0.31952  -0.26121
 0.82968   0.28237   0.92605
 0.55635   0.28520  -0.58570
-0.08197   0.12169  -0.13462
 0.69903  -0.78845  -1.08928
-0.25520  -0.39131  -1.24695
 0.60212   0.30426   0.77269
 0.52371   0.44551  -0.19723
 2.13781  -0.33731  -0.19460
-0.09869  -0.30736   2.55213
 0.87815   0.02936   0.63860
-1.13768   0.20479  -1.57016
 1.18419   0.85100   0.04260
 0.27204  -0.60105   0.65304
-0.00999  -0.40066  -1.45027
 0.31087   0.54084  -0.21546
-1.41099   0.20174  -1.20416
-1.09428   0.20273   0.96999
 0.67824  -1.64023   0.25683
-0.71776   1.43465   0.02537
-1.45160  -1.55000  -1.32332
 0.29145   0.07256  -1.07057
-0.55127  -1.20009  -2.23056
-0.49176   0.79692  -0.46293
 1.71326   2.39675  -0.32080
 0.88800  -4.88287  -0.61470
 1.48019   0.98118   0.89740
 0.84883   0.22863   1.53123
-0.11478  -0.11113   1.14115
-1.45930  -0.17455   0.23685
 1.47376  -0.90130  -1.35841
 0.23467   0.59241  -1.69266
 1.47476  -0.05746  -0.46958
-0.57107   0.10212   0.78068
 0.01237   1.48664  -0.35804
-2.03931   0.98577   0.13086
-0.08643  -0.76534   1.29307
 0.86223  -0.55092   2.09243
 0.75563   0.24876   2.06230
 0.83954   0.42475  -0.22629
 0.07725   1.09383  -1.99459
-0.70827   0.68978  -1.74734
-0.00122  -0.35836  -1.01834
-0.72023  -0.16189  -0.85366
-0.29600  -0.48390   0.15387
-1.24093   0.30576  -2.10752
-0.63484  -0.30862  -0.11429
 1.13743   0.75868   1.21785
 0.07303  -0.59283  -0.98397
-0.12393   0.20277   0.07323
 0.29077  -0.59789   1.17585
 0.07184  -0.21816  -0.52673
 0.30352  -0.63251  -1.16555
-1.14256  -0.43276   1.39303
 0.31186   0.37809   0.31544
-1.80193  -0.09899  -1.72552
-0.35214  -1.50675   1.48592
-1.07834   0.52795  -0.30318
 0.50481   0.20304  -0.69313
 0.04368  -0.87902   0.24753
 0.91898  -1.28372   0.26867
 0.60230  -0.20263   0.12860
 1.37446  -0.18709   0.03162
-1.45065  -0.46552   0.78876
 1.49599   0.12406   0.09840
 1.70461  -0.03150  -0.78390
 0.75280   0.33712  -0.25572
 0.15811   0.28411  -0.04140
-0.26114  -0.14413  -1.88032
-0.44681   0.01300  -0.45453
-1.67955   1.13564  -0.10491
-0.17614   0.17094   2.21225
-0.08698  -0.39816   0.38135
-1.36138   0.94634  -1.13748
 1.30400   0.31492  -0.85491
-0.70037   0.20823  -0.09316
-0.69162   1.25657  -0.54134
 1.73821  -0.31288  -1.16745
-0.00275  -0.34906   1.83336
-0.48382  -0.06111   0.26113
-1.00554   0.53590   1.90622
 0.16247  -0.12409  -0.47889
 0.21415  -0.12849   0.56021
-0.89039  -0.39571  -0.16028
-0.16085   0.36074   0.45750
 0.20289   0.41404   1.67016
-0.64848   0.24981  -1.04912
 0.34158  -0.59681  -1.00337
 0.76570  -4.22918   0.16528
-0.13721  -0.50865   0.21116
-0.85265  -0.15989  -0.71123
 0.01355  -0.30080  -0.67041
-1.11400  -0.23106   0.17716
 1.38253  -2.12943  -1.30587
-1.07013   0.75511   1.11275
-1.24152   0.27533   0.72320
-0.12809   1.39234  -0.89308
 1.51413  -2.33622  -0.46132
 0.32348   0.12921  -1.10517
 1.88276  -0.30786  -0.15542
 1.00233   3.05016  -1.45234
-0.46098  -0.32399  -2.36689
-1.71325   0.58849   1.09208
-1.31269  -1.20728  -2.90754
-1.33533  -0.34618  -0.04167
 2.18453   0.47113  -1.30090
-0.32146   0.50773   1.89346
 0.10719   0.71521  -0.27105
-1.08115  -0.00951   1.34382
-0.00962   0.05350  -0.51655
-1.74269   0.04709   0.01162
-0.36811  -1.87109   0.27762
 1.80454   0.15814   1.02067
 1.55663  -0.07788   0.69405
-0.60462   0.27985   0.99802
 0.23905   1.42369  -1.53237
-0.47363  -0.53743  -0.72485
 1.54960   1.97480   0.66328
 2.09848   0.05201  -1.24230
 0.07085  -0.59030  -1.06752
-0.62023   0.12831   1.29835
 0.39782   0.36331  -0.29659
-0.49541  -0.62310   1.22490
-0.72889  -0.24011   0.86408
-0.02499   0.50242  -1.60512
 1.47111  -0.19703   0.67383
 1.36776   1.19014  -1.92927
-0.00646   0.23751  -0.30960
-1.15522  -1.75735   0.77563
-0.48612   0.01246  -0.02573
-0.45816  -0.26585  -0.49561
 0.75189   0.08139  -1.09344
 1.73306   0.06187  -1.21605
-0.20684  -0.18924   0.36610
-0.02674  -0.04015  -0.12501
-0.56608   0.88679  -0.02328
-0.44748   0.33826  -1.11783
-1.51612   0.89687  -0.39667
 0.07369   1.07008  -0.95899
 0.33730   0.36516  -0.49232
 0.80364   0.35525   0.69028
 1.34726  -0.55374   0.53069
-0.26245   0.24218  -0.59147
 1.74745  -0.96832   0.42332
-0.49466  -0.57824   0.03331
 0.10964  -0.59305  -0.37209
-0.33314  -0.21303   1.39744
-0.29393   3.60464   1.11419
 0.34874   0.94494  -1.50375
 0.42647  -0.36156   0.30433
-0.48485   0.18751  -1.76353
-0.04011  -0.28589  -0.08943
 0.68583  -0.23862   1.30314
 0.27967   1.36410   1.33427
-1.03334  -1.35288   0.02896
 0.00406  -0.27254  -1.16160
 0.35206  -0.23845   1.06837
-0.74139   0.10998   0.50157
-0.97602  -1.42816   0.23524
-0.51099   0.47749  -0.75611
 0.01261   0.25888  -2.17111
 1.46825  -1.06123  -0.53110
 0.29831   3.08015   0.02000
-1.08458   0.34869  -1.10868
 0.82254   0.41487   0.33957
-0.17304  -0.09697  -1.20664
 0.95416   0.13903   0.42620
-1.14760   0.61435   0.59332
 1.12149  -0.45120   0.64416
-0.59418   0.35772   0.70874
-0.03388   2.06717   1.48477
 0.29279   0.17253   0.71426
-1.58258  -0.02668   0.71602
-1.73785  -0.24633  -1.28634
-0.77419  -1.39664  -1.78013
 0.05682   0.28338   0.64866
-0.40254   0.59766   0.09614
 0.99447   0.04979  -0.08949
 1.84989   0.12320  -0.72696
-0.85824  -0.06936   1.15994
 1.98523   0.00676   1.11996
-0.88786  -0.26700  -0.78074
-0.14439  -0.35030   2.03504
-2.32743   0.28949  -0.23838
 0.29138  -0.10505   0.38002
 0.72115   0.54890   0.00249
 0.95672  -0.60640  -0.44517
-0.52404  -0.48594  -0.70305
-0.56168  -0.23644  -0.03672
-2.16232  -0.36889   1.30765
 0.76397   0.48894  -0.02349
 1.09782   0.10839  -2.35030
-0.83263  -1.37309  -0.07488
-1.33798  -0.25079  -0.91696
 0.40890   0.52501  -0.42536
 0.95191  -0.12933  -1.46104
-0.86437   0.15428   3.08535
 0.51996  -2.14550   0.81923
 0.48873  -0.24503   1.65590
-1.54019   0.06129   1.35554
-2.14121  -0.32776   0.48151
 0.26995   0.89775   0.00845
 0.62936  -0.67013   0.38050
-0.75578   0.13909   0.72755
 0.52573   0.97912   1.03097
 1.01508  -0.00949  -1.37014
